Rank,Name,Category,USDT Amount (USD),% of Total
1,Binance CEX,CEX,44132091844.27,52.1418%
2,OKX,CEX,10479565520.02,12.3815%
3,Bybit,CEX,5796902001.84,6.8490%
4,USDT0,Bridge,3681448167.83,4.3496%
5,JustCryptos,Bridge,2561319990.23,3.0262%
6,MEXC,CEX,2466514631.07,2.9142%
7,Bitget,CEX,1197009770.14,1.4143%
8,KuCoin,CEX,1141399985.57,1.3486%
9,WisdomTree,RWA,989113064.85,1.1686%
10,Bitfinex,CEX,966590064.03,1.1420%
11,Uniswap V2,Dexs,944938950.60,1.1164%
12,PancakeSwap AMM,Dexs,871264133.31,1.0294%
13,Gate,CEX,777645502.25,0.9188%
14,Maple,Lending,573535540.45,0.6776%
15,Raydium AMM,Dexs,567095168.34,0.6700%
16,Quickswap Dex,Dexs,459324444.83,0.5427%
17,Spark Liquidity Layer,Onchain Capital Allocator,452830282.83,0.5350%
18,Aster Bridge,Bridge,380055537.77,0.4490%
19,BingX,CEX,353803147.96,0.4180%
20,Steakhouse Financial,Risk Curators,234623726.73,0.2772%
21,Optimism Bridge,Canonical Bridge,192412589.91,0.2273%
22,Midas RWA,RWA,182913060.14,0.2161%
23,USDD,CDP,167122793.64,0.1975%
24,Kamino Liquidity,Liquidity Manager,162174027.01,0.1916%
25,HTX,CEX,150756796.11,0.1781%
26,Phemex,CEX,140605931.78,0.1661%
27,SUNSwap V3,Dexs,140284899.66,0.1657%
28,CIAN Yield Layer,Yield Aggregator,128488221.23,0.1518%
29,SparkLend,Lending,128133365.76,0.1514%
30,Uniswap V3,Dexs,122793615.46,0.1451%
31,edgeX Bridge,Bridge,120142674.26,0.1419%
32,Dswap,Dexs,104014264.80,0.1229%
33,Crypto-com,CEX,102484513.37,0.1211%
34,Curve DEX,Dexs,98876870.18,0.1168%
35,Lofty,RWA,98731458.05,0.1167%
36,PancakeSwap AMM V3,Dexs,97743399.01,0.1155%
37,JustLend,Lending,97603402.77,0.1153%
38,Bitmex,CEX,95272445.08,0.1126%
39,K3 Capital,Risk Curators,91249482.17,0.1078%
40,Venus Core Pool,Lending,80884029.37,0.0956%
41,WEEX,CEX,76780511.38,0.0907%
42,HashKey Exchange,CEX,70376294.34,0.0831%
43,Gauntlet,Risk Curators,67574305.56,0.0798%
44,Uniswap V4,Dexs,66469738.36,0.0785%
45,SUNSwap V1,Dexs,66055226.24,0.0780%
46,stUSDT,RWA,63538873.69,0.0751%
47,APX Bridge,Bridge,61794895.28,0.0730%
48,BloFin,CEX,61171064.67,0.0723%
49,Bwatch,Indexes,58324019.00,0.0689%
50,Grvt Bridge,Bridge,58206850.92,0.0688%
51,Concrete,Onchain Capital Allocator,55995054.16,0.0662%
52,Morpho Blue,Lending,55381336.08,0.0654%
53,PinkSale,Launchpad,53956044.94,0.0637%
54,Aquarius Stellar,Dexs,51883727.92,0.0613%
55,ORIGYN,RWA,51292866.58,0.0606%
56,Flying Tulip Yield,Services,50282735.30,0.0594%
57,ZEROBASE CeDeFi,Basis Trading,47479858.63,0.0561%
58,Tectonic,Lending,45302997.76,0.0535%
59,Realms,Governance Incentives,42255282.69,0.0499%
60,Bitunix,CEX,38844208.78,0.0459%
61,vfat.io,Yield Aggregator,38354227.20,0.0453%
62,Compound V3,Lending,38063277.85,0.0450%
63,Deribit,CEX,37817881.01,0.0447%
64,SunX Bridge,Bridge,34606993.16,0.0409%
65,Bitkub,CEX,34515226.62,0.0408%
66,BounceBit CeDeFi Yield,Basis Trading,34300254.13,0.0405%
67,Fluid Lending,Lending,33553309.31,0.0396%
68,PancakeSwap Infinity,Dexs,31959675.84,0.0378%
69,Folks Finance Lending,Lending,31011835.38,0.0366%
70,Vault Bridge,Risk Curators,29806057.49,0.0352%
71,Mantle Bridge,Canonical Bridge,29307964.01,0.0346%
72,Lista DEX,Dexs,28886567.09,0.0341%
73,VALR,CEX,27286856.64,0.0322%
74,Indodax,CEX,26777975.62,0.0316%
75,SushiSwap,Dexs,26714948.78,0.0316%
76,Gate US,CEX,25787538.89,0.0305%
77,Manta CeDeFi,Basis Trading,25335183.37,0.0299%
78,Ourbit,CEX,24875876.99,0.0294%
79,Hibt,CEX,23686269.53,0.0280%
80,Base Bridge,Canonical Bridge,23486895.84,0.0277%
81,Stellar DEX,Dexs,23480167.02,0.0277%
82,EGAS swap,Dexs,22571659.83,0.0267%
83,Zama,Privacy,22450397.29,0.0265%
84,Chamber Vaults,Indexes,21065206.63,0.0249%
85,Apex Omni,Derivatives,21027370.74,0.0248%
86,Vesta Equity,RWA,20634337.00,0.0244%
87,PulseX V2,Dexs,20110109.88,0.0238%
88,Biconomy.com,CEX,19997227.08,0.0236%
89,OSL,CEX,18858607.55,0.0223%
90,Avalanche Core Bridge,Canonical Bridge,18845286.11,0.0223%
91,Compound V2,Lending,18320701.54,0.0216%
92,Flipster,CEX,17881079.35,0.0211%
93,BitKan,CEX,17702468.94,0.0209%
94,Railgun,Privacy,17696985.02,0.0209%
95,Brickken,RWA,16862896.73,0.0199%
96,Yearn Finance,Yield Aggregator,16112002.17,0.0190%
97,EVAA Protocol,Lending,15654474.58,0.0185%
98,Pando Leaf,CDP,15623184.39,0.0185%
99,Multipli.fi,Yield,15608171.69,0.0184%
100,Allbridge Core,Bridge,15227458.52,0.0180%
101,Injective Bridge,Bridge,14388541.17,0.0170%
102,Bitway,Basis Trading,13953944.00,0.0165%
103,Youves,Synthetics,13415403.97,0.0159%
104,OSL HK,CEX,13101949.55,0.0155%
105,pNetwork,Bridge,13099805.90,0.0155%
106,Coinstore,CEX,12991282.75,0.0153%
107,SuiBridge,Canonical Bridge,12973005.17,0.0153%
108,Aave V2,Lending,12456247.65,0.0147%
109,Paimon,RWA,12451794.61,0.0147%
110,Polygon zkEVM Bridge,Canonical Bridge,12422886.05,0.0147%
111,cSigma Finance,RWA Lending,12240279.58,0.0145%
112,BounceBit Prime,Basis Trading,11954666.54,0.0141%
113,HashKey Global,CEX,11542794.42,0.0136%
114,Meld Gold,RWA,11449143.13,0.0135%
115,FstSwap,Dexs,11140133.44,0.0132%
116,VVS Standard,Dexs,10881237.16,0.0129%
117,Lista Lending,Lending,10820106.57,0.0128%
118,ACryptoS,Liquidity Manager,10563163.77,0.0125%
119,MetalX Swap,Dexs,10330693.65,0.0122%
120,Toros,Derivatives,10094871.89,0.0119%
121,Coin8,CEX,9510553.07,0.0112%
122,Goose,CeDeFi,9488131.88,0.0112%
123,Arrakis Modular,Liquidity Manager,9287945.85,0.0110%
124,ExinPool,Liquid Staking,9196611.00,0.0109%
125,Liminal,Basis Trading,9184298.11,0.0109%
126,Linea Bridge,Canonical Bridge,9105923.98,0.0108%
127,Stargate V2,Cross Chain Bridge,9079667.87,0.0107%
128,Gala Swap,Dexs,8870495.45,0.0105%
129,NEAR Intents,Cross Chain Bridge,8849384.78,0.0105%
130,Poloniex,CEX,8622727.83,0.0102%
131,MEV Capital,Risk Curators,8052672.40,0.0095%
132,OPINION,Prediction Market,8044739.89,0.0095%
133,Toobit,CEX,8001760.85,0.0095%
134,Polygon Bridge,Chain,7995745.15,0.0094%
135,Reserve Protocol,Indexes,7940678.18,0.0094%
136,Universal Bridge,Bridge,7843043.76,0.0093%
137,BigONE,CEX,7561084.69,0.0089%
138,CoinEx,CEX,7518592.24,0.0089%
139,Hakutora,Risk Curators,7508696.88,0.0089%
140,Merchant Moe Liquidity Book,Dexs,7486737.22,0.0088%
141,Nuls,Chain,7331698.00,0.0087%
142,Helix Perp,Derivatives,7305852.99,0.0086%
143,Tinyman,Dexs,7235024.07,0.0085%
144,Pando Rings,Lending,7171950.75,0.0085%
145,LeveX,CEX,7104144.59,0.0084%
146,EtherFi Borrowing Market,Lending,6946866.96,0.0082%
147,Hotcoin,CEX,6932246.50,0.0082%
148,LumenSwap,Dexs,6631489.43,0.0078%
149,Meteora DLMM,Dexs,6520503.22,0.0077%
150,OrangeX,CEX,6099253.26,0.0072%
151,Yearn Curating,Risk Curators,5668990.25,0.0067%
152,Katana Pre-Launch,Farm,5668879.87,0.0067%
153,Re7 Labs,Risk Curators,5664887.58,0.0067%
154,RockawayX,Risk Curators,5455330.67,0.0064%
155,BitVenus,CEX,5446201.05,0.0064%
156,Awaken Swap,Dexs,5398102.34,0.0064%
157,Zoomex,CEX,5349663.51,0.0063%
158,BYDFi,CEX,5172188.69,0.0061%
159,OpenEden PRISM,Onchain Capital Allocator,5162474.29,0.0061%
160,MetalX Dex,Dexs,5064434.82,0.0060%
161,Agni Finance,Dexs,5054991.22,0.0060%
162,Perena Vaults,Onchain Capital Allocator,5032050.70,0.0059%
163,Alpaca Leveraged Yield Farming,Leveraged Farming,4951738.87,0.0059%
164,Wing Finance,Lending,4946815.30,0.0058%
165,WOOFi Earn,Yield,4942761.24,0.0058%
166,MYX Finance,Derivatives,4916342.88,0.0058%
167,Pharaoh V3,Dexs,4914884.96,0.0058%
168,Metis Bridge,Canonical Bridge,4807526.77,0.0057%
169,Portal,Bridge,4736523.98,0.0056%
170,Scroll Bridge,Canonical Bridge,4685695.71,0.0055%
171,Jupiter Lend,Lending,4573963.27,0.0054%
172,xWin Finance,Indexes,4552506.76,0.0054%
173,Gemini,CEX,4499393.24,0.0053%
174,PancakeSwap StableSwap,Dexs,4376049.89,0.0052%
175,Harmonix Finance,Yield,4362903.86,0.0052%
176,HbarSuite,Dexs,4357459.00,0.0051%
177,SwissBorg,CEX,4336726.17,0.0051%
178,xExchange,Dexs,4335072.00,0.0051%
179,cBridge,Bridge,4235312.30,0.0050%
180,PulseChain Bridge,Canonical Bridge,4201175.36,0.0050%
181,Pulsechain,Chain,4201146.63,0.0050%
182,Ferro,Dexs,4195158.64,0.0050%
183,Ethena tsUSDe,Yield,4057083.48,0.0048%
184,Lista RWA,RWA,4031519.97,0.0048%
185,BitMart,CEX,3985336.17,0.0047%
186,ICPSwap,Dexs,3747089.48,0.0044%
187,BitU Protocol,CDP,3706386.50,0.0044%
188,InitiaDEX,Dexs,3678924.41,0.0043%
189,Storm Trade,Derivatives,3668514.94,0.0043%
190,Backpack,CEX,3588820.57,0.0042%
191,Pionex,CEX,3497537.46,0.0041%
192,Blackhole CLMM,Dexs,3410907.08,0.0040%
193,MugenFinance,Yield Aggregator,3354846.66,0.0040%
194,Starknet Bridge,Canonical Bridge,3290785.63,0.0039%
195,eva Markets,RWA,3256609.89,0.0038%
196,Native Credit Pool,Lending,3238764.82,0.0038%
197,CoinDCX,CEX,3203346.45,0.0038%
198,Kea Credit,RWA,3196699.00,0.0038%
199,Stargate V1,Cross Chain Bridge,3098813.41,0.0037%
200,Thorchain DEX,Dexs,3059422.52,0.0036%
201,Morph Bridge,Bridge,3049700.99,0.0036%
202,Hydro Lending,Lending,3015572.58,0.0036%
203,Mole,Yield,2941364.34,0.0035%
204,Chain Fusion,Decentralized BTC,2890167.19,0.0034%
205,ProBit Global,CEX,2843545.77,0.0034%
206,zkSync Era txBridge,Canonical Bridge,2811753.23,0.0033%
207,Alpaca Finance 2.0,Lending,2790691.69,0.0033%
208,UNCX Network V2,Token Locker,2786681.02,0.0033%
209,Manta Pacific,Canonical Bridge,2781503.40,0.0033%
210,zkSync Lite Bridge,Canonical Bridge,2771985.65,0.0033%
211,Hydration DEX,Dexs,2765593.02,0.0033%
212,HiYield,RWA,2724396.73,0.0032%
213,Multichain,Bridge,2666362.44,0.0032%
214,Symbiosis,Cross Chain Bridge,2618553.93,0.0031%
215,UNCX Network V3,Token Locker,2566295.11,0.0030%
216,Tapp Exchange,Dexs,2493616.31,0.0029%
217,Hyperion,Dexs,2457699.11,0.0029%
218,WhaleEx,Dexs,2426381.86,0.0029%
219,Cetus CLMM,Dexs,2398778.86,0.0028%
220,Privacy Pools,Privacy,2397722.76,0.0028%
221,KongSwap,Dexs,2376990.00,0.0028%
222,Rhea Dex,Dexs,2364214.32,0.0028%
223,Waves Exchange,Farm,2307926.34,0.0027%
224,Aave V3,Lending,2291488.61,0.0027%
225,Pact,Dexs,2238230.00,0.0026%
226,Guru Network Classic,Yield,2235618.78,0.0026%
227,Delea,CDP,2207101.46,0.0026%
228,Bitstamp,CEX,2153441.45,0.0025%
229,Balanced Exchange,Dexs,2126817.81,0.0025%
230,Scallop Lend,Lending,2112201.05,0.0025%
231,Chainge Finance,Dexs,2088482.78,0.0025%
232,Dnax,Dexs,2052127.33,0.0024%
233,Axelar,Bridge,2046536.67,0.0024%
234,AlphaLend,Lending,2031343.16,0.0024%
235,Lagoon,Onchain Capital Allocator,2019450.01,0.0024%
236,KiloEx,Derivatives,2001819.85,0.0024%
237,Latch,Yield,1958127.12,0.0023%
238,Team Finance,Token Locker,1939180.60,0.0023%
239,Flamingo Finance,Dexs,1934556.38,0.0023%
240,NerveSwap,Dexs,1893646.00,0.0022%
241,DaVinciGraph,Token Locker,1851744.00,0.0022%
242,Predict Fun,Prediction Market,1841475.70,0.0022%
243,Project 0,Lending,1827268.31,0.0022%
244,Benqi Lending,Lending,1792840.49,0.0021%
245,BulbaSwap V3,Dexs,1729779.51,0.0020%
246,marginfi Lending,Lending,1702117.29,0.0020%
247,Rhea Lend,Lending,1697875.78,0.0020%
248,Flux Finance,Lending,1695560.04,0.0020%
249,GAIB,RWA,1613820.71,0.0019%
250,Generic.Money,Algo-Stables,1603378.74,0.0019%
251,ZTLN-P,RWA,1599747.58,0.0019%
252,Angstrom,Dexs,1598979.52,0.0019%
253,Phoenix DeFi Hub,Dexs,1586386.99,0.0019%
254,Capyfi,Lending,1585267.78,0.0019%
255,Across,Cross Chain Bridge,1583662.71,0.0019%
256,Hyperlane,Cross Chain Bridge,1506357.93,0.0018%
257,Increment Swap,Dexs,1500288.80,0.0018%
258,Re,RWA,1492838.96,0.0018%
259,Okcoin,CEX,1473687.22,0.0017%
260,Kai Finance,Leveraged Farming,1466382.38,0.0017%
261,TermFinance Vaults,Yield,1446836.50,0.0017%
262,Orderly Bridge,Bridge,1431587.04,0.0017%
263,Aave Aptos,Lending,1381308.93,0.0016%
264,Joe V2.2,Dexs,1322846.73,0.0016%
265,CORE Bridge,Canonical Bridge,1294879.06,0.0015%
266,NAVI Lending,Lending,1257035.76,0.0015%
267,Derive V2,Derivatives,1253530.11,0.0015%
268,PumpSwap,Dexs,1251574.80,0.0015%
269,Nexo,CEX,1248181.89,0.0015%
270,SushiSwap V3,Dexs,1245910.03,0.0015%
271,Wildcat Protocol,Uncollateralized Lending,1228842.18,0.0015%
272,Soroswap,Dexs,1190401.37,0.0014%
273,Kava Lend,Lending,1187156.06,0.0014%
274,Bridgers,Dexs,1183034.87,0.0014%
275,Hydration Lending,Lending,1157083.46,0.0014%
276,P2PB2B,CEX,1148872.44,0.0014%
277,WOO X,CEX,1099789.04,0.0013%
278,Euler DAO,Risk Curators,1097941.22,0.0013%
279,Byreal,Dexs,1093482.38,0.0013%
280,CEX.IO,CEX,1090907.32,0.0013%
281,xDAI Stake Bridge,Canonical Bridge,1089127.25,0.0013%
282,Rho X,Derivatives,1084905.44,0.0013%
283,Quickswap V3,Dexs,1075030.80,0.0013%
284,Aborean AMM,Dexs,1059715.39,0.0013%
285,Scopuly,Dexs,1052017.02,0.0012%
286,GoPlus Locker V3,Token Locker,1033280.21,0.0012%
287,Moon Swap,Dexs,1028029.56,0.0012%
288,Venus Flux,Lending,1021823.31,0.0012%
289,Pay Protocol,Payments,1012130.89,0.0012%
290,Beefy,Yield Aggregator,1010130.23,0.0012%
291,Wan Bridge,Bridge,1009399.70,0.0012%
292,Biswap V2,Dexs,1002972.13,0.0012%
293,RSK Bridge,Canonical Bridge,985085.06,0.0012%
294,Synapse,Cross Chain Bridge,978473.76,0.0012%
295,Aries Markets,Lending,971190.68,0.0011%
296,Evedex,Derivatives,963267.55,0.0011%
297,Defi Saver,CDP Manager,962417.57,0.0011%
298,Belt Finance,Yield,952724.84,0.0011%
299,Orca DEX,Dexs,949274.09,0.0011%
300,Solv RWA,RWA,941486.84,0.0011%
301,NonKYC,CEX,940831.26,0.0011%
302,Goblin,Yield Aggregator,940293.99,0.0011%
303,Chainflip AMM,Dexs,933909.34,0.0011%
304,Veda,Onchain Capital Allocator,916574.33,0.0011%
305,GMD Protocol,Yield Aggregator,909390.59,0.0011%
306,mStable CDP,CDP,906545.67,0.0011%
307,Solo Top,Yield,899326.62,0.0011%
308,Bluefin Spot,Dexs,884141.72,0.0010%
309,Rho X LP Vault,Yield,873511.93,0.0010%
310,ShadeSwap,Dexs,868259.90,0.0010%
311,Save,Lending,866356.50,0.0010%
312,Steer Protocol,Liquidity Manager,857108.98,0.0010%
313,Fluxion Network,Dexs,855858.64,0.0010%
314,DeFIL,Lending,853199.53,0.0010%
315,Ekubo,Dexs,834963.34,0.0010%
316,BabySwap,Dexs,811227.35,0.0010%
317,Sonic Gateway,Canonical Bridge,809570.87,0.0010%
318,Suilend,Lending,802242.01,0.0009%
319,Bitlo,CEX,799879.28,0.0009%
320,Butter Network,Cross Chain Bridge,793435.30,0.0009%
321,AlphaX,Derivatives,788847.34,0.0009%
322,Swaap Maker V2,Dexs,774075.48,0.0009%
323,Aave V1,Lending,773502.45,0.0009%
324,DDEX,Dexs,769750.91,0.0009%
325,BabyDogeSwap,Dexs,764780.38,0.0009%
326,Web3.world,Dexs,752158.00,0.0009%
327,dForce Lending,Lending,749785.00,0.0009%
328,Revert Lend,Lending,728887.75,0.0009%
329,Homora V2,Leveraged Farming,723384.45,0.0009%
330,DODO AMM,Dexs,705536.17,0.0008%
331,Block Analitica,Risk Curators,673505.86,0.0008%
332,Supernova CL,Dexs,668194.44,0.0008%
333,Unitus,Lending,646617.79,0.0008%
334,Meteora DAMM V1,Dexs,645947.18,0.0008%
335,Serum,Dexs,644164.76,0.0008%
336,Aevo Perps,Derivatives,639849.72,0.0008%
337,WavesBridge,Bridge,638734.91,0.0008%
338,DxSale,Launchpad,637357.77,0.0008%
339,Tothemoon,CEX,633547.96,0.0007%
340,Aerodrome Slipstream,Dexs,631962.54,0.0007%
341,Landshare,RWA,621293.24,0.0007%
342,Pumex,DEX Aggregator,617748.07,0.0007%
343,set.wtf,Yield,616345.80,0.0007%
344,Nomiswap,Dexs,615721.48,0.0007%
345,Aarna Protocol,Yield,610613.02,0.0007%
346,Bitbond Lockers,Token Locker,607786.40,0.0007%
347,CACHE.Gold,RWA,605871.87,0.0007%
348,Yield Yak Aggregator,Yield Aggregator,587066.96,0.0007%
349,Ring Few,Bridge,580674.38,0.0007%
350,Saber,Dexs,579133.37,0.0007%
351,KPK,Risk Curators,573764.54,0.0007%
352,Meteora vaults,Yield Aggregator,570560.72,0.0007%
353,ShadeLend,Lending,559925.73,0.0007%
354,Port Finance,Lending,558705.71,0.0007%
355,MagicSea AMM,Dexs,555802.17,0.0007%
356,SyncSwap,Dexs,551628.07,0.0007%
357,Turtle Club,Onchain Capital Allocator,550189.46,0.0007%
358,Increment Lending,Lending,543833.00,0.0006%
359,DewFinance,Onchain Capital Allocator,535289.36,0.0006%
360,ICDex,Dexs,533881.93,0.0006%
361,Sovryn Bridge,Canonical Bridge,533413.93,0.0006%
362,Sigma Money,CDP,526926.41,0.0006%
363,Starswap Starcoin,Dexs,524803.45,0.0006%
364,Lisk Bridge,Canonical Bridge,522792.54,0.0006%
365,Fulcrom Perps,Derivatives,519440.39,0.0006%
366,Joe DEX,Dexs,519324.19,0.0006%
367,BiTomato,CEX,516822.48,0.0006%
368,B.Protocol Curator,Risk Curators,507258.83,0.0006%
369,ELFi Protocol,Derivatives,504921.30,0.0006%
370,Bunny,Yield,502394.30,0.0006%
371,4Swap,Dexs,495876.24,0.0006%
372,CoinW,CEX,495275.13,0.0006%
373,Manifest Trade,Dexs,494275.93,0.0006%
374,Euler V2,Lending,493453.51,0.0006%
375,Fastex,CEX,491881.03,0.0006%
376,Kamino Lend,Lending,490769.14,0.0006%
377,Arkham Exchange,CEX,489115.23,0.0006%
378,DragonSwap V3 Kaia,Dexs,484582.78,0.0006%
379,CherrySwap,Dexs,474630.43,0.0006%
380,River Omni-CDP,CeDeFi,471767.74,0.0006%
381,Krystal,Liquidity Manager,470690.21,0.0006%
382,PulseX V1,Dexs,467015.66,0.0006%
383,Tradoor,Derivatives,463597.15,0.0005%
384,Nerve,Dexs,461265.73,0.0005%
385,Momentum,Dexs,456162.93,0.0005%
386,NerveBridge,Bridge,452578.99,0.0005%
387,Echelon Market,Lending,449249.63,0.0005%
388,Gravity Bridge,Bridge,434053.94,0.0005%
389,MDEX,Dexs,430185.25,0.0005%
390,Forthewin Network,Dexs,425672.56,0.0005%
391,TermMax,Lending,425643.91,0.0005%
392,Bitrue,CEX,420621.16,0.0005%
393,Mode Bridge,Canonical Bridge,417150.97,0.0005%
394,SUN.io,Dexs,406995.16,0.0005%
395,Autofarm,Yield Aggregator,405474.98,0.0005%
396,Cyclone,Yield,399936.89,0.0005%
397,Fuel Bridge,Bridge,396884.88,0.0005%
398,DefiBox,Dexs,391500.63,0.0005%
399,Liquidium,Lending,391143.64,0.0005%
400,Pala,Dexs,387146.47,0.0005%
401,LayerBank,Lending,382494.24,0.0005%
402,Dexalot DEX,Dexs,378433.31,0.0004%
403,Fusion by IPOR,Yield Aggregator,376961.09,0.0004%
404,PacaSwap Bridge,Bridge,370472.13,0.0004%
405,KSwap Finance,Dexs,369961.76,0.0004%
